"featureFlag","isDisabled","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank","noDrop"
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",2,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",3,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",2,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",3,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_lmg","main_weapon","","","sight grip mag","lmg",1,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_lmg_whiteset","main_weapon","mp_weapon_lmg","optic_cq_hcog_classic  stock_tactical_l1 bullets_mag_l1","sight grip mag","lmg whiteset",1,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_lmg_blueset","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser stock_tactical_l2 bullets_mag_l2","sight grip mag","lmg blueset",2,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_lmg_purpleset","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser stock_tactical_l3 bullets_mag_l3","sight grip mag","lmg purpleset",3,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_lmg_gold","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser bullets_mag_l4 stock_tactical_l3","sight grip mag","lmg gold",4,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",true,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_rspn101","main_weapon","","","sight mag barrel grip","assault",1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_rspn101_whiteset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_classic bullets_mag_l1 barrel_stabilizer_l1 stock_tactical_l1","sight mag barrel grip","assault whiteset",1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_rspn101_blueset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l2 barrel_stabilizer_l2 stock_tactical_l2","sight mag barrel grip","assault blueset",2,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_rspn101_purpleset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l3 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault purpleset",3,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_rspn101_gold","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l4 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault gold",4,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun","main_weapon","","","sight mag grip hopup","shotgun",1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_gold","main_weapon","mp_weapon_shotgun","hopup_double_tap optic_cq_threat shotgun_bolt_l4 stock_tactical_l3","sight mag grip hopup","shotgun gold",4,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_whiteset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l1 stock_tactical_l1","sight mag grip","shotgun whiteset",1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_blueset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l2 optic_cq_hcog_classic stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_purpleset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l3 optic_cq_hcog_classic stock_tactical_l3","sight mag grip hopup","shotgun purpleset",3,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_energy_shotgun","main_weapon","","hopup_energy_choke choke","sight mag grip","shotgun",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_energy_shotgun_whiteset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke shotgun_bolt_l1 stock_tactical_l1","sight mag grip","shotgun whiteset",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_energy_shotgun_blueset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l2 stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_energy_shotgun_purpleset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_bruiser shotgun_bolt_l3 stock_tactical_l3","sight mag grip","shotgun purpleset",3,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_energy_shotgun_gold","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_threat shotgun_bolt_l4 stock_tactical_l3","sight mag grip","shotgun gold",4,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_pistol","main_weapon","","","sight mag hopup","pistol",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_pistol_whiteset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l1","sight mag","pistol whiteset",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_pistol_blueset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l2","sight mag","pistol blueset",2,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_pistol_purpleset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3","sight mag hopup","pistol purpleset",3,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_shotgun_pistol_gold","main_weapon","mp_weapon_shotgun_pistol","optic_cq_threat shotgun_bolt_l4 hopup_unshielded_dmg","sight mag hopup","pistol gold",4,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_wingman","main_weapon","","","sight mag hopup","pistol",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_wingman_whiteset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l1","sight mag","pistol whiteset",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_wingman_blueset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l2","sight mag","pistol blueset",2,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_wingman_purpleset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l3","sight mag hopup","pistol purpleset",3,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_wingman_gold","main_weapon","mp_weapon_wingman","hopup_headshot_dmg optic_cq_threat sniper_mag_l4","sight mag hopup","pistol gold",4,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_semipistol","main_weapon","","","sight mag barrel hopup","pistol",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_semipistol_whiteset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_semipistol_blueset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",2,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_semipistol_purpleset","main_weapon","mp_weapon_semipistol","optic_cq_threat bullets_mag_l3 laser_sight_l3","sight mag barrel hopup","pistol purpleset",3,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_semipistol_gold","main_weapon","mp_weapon_semipistol","optic_cq_threat bullets_mag_l4 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol gold",4,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_autopistol","main_weapon","","crate optic_cq_threat bullets_mag_l4 laser_sight_l3 hopup_shield_breaker","sight hopup","pistol",5,"PING_WEAPON_AUTOPISTOL","rui/hud/gametype_icons/survival/sur_ammo_unique","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",2,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",3,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!",1,"","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_sentinel","main_weapon","","hopup_marksmans_tempo","sight mag grip","sniper",1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_sentinel_whiteset","main_weapon","mp_weapon_sentinel","optic_cq_hcog_bruiser sniper_mag_l1 stock_sniper_l1 hopup_marksmans_tempo","sight mag grip","sniper whiteset",1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_sentinel_blueset","main_weapon","mp_weapon_sentinel","optic_ranged_aog_variable sniper_mag_l2 stock_sniper_l2 hopup_marksmans_tempo","sight mag grip","sniper blueset",2,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_sentinel_purpleset","main_weapon","mp_weapon_sentinel","hopup_marksmans_tempo optic_ranged_aog_variable sniper_mag_l3 stock_sniper_l3","sight mag grip","sniper purpleset",3,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_sentinel_gold","main_weapon","mp_weapon_sentinel","hopup_marksmans_tempo optic_sniper_threat sniper_mag_l4 stock_sniper_l3","sight mag grip","sniper gold",4,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","","!!DATA EXCLUDED!!",1,"","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_bow","main_weapon","mp_weapon_bow","crate optic_ranged_hcog hopup_shatter_rounds hopup_marksmans_tempo","sight hopupMulti_a","marksman",5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",2,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",3,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",4,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_bow_cupid","main_weapon","mp_weapon_bow","crate optic_ranged_hcog hopup_marksmans_tempo cupid","sight","marksman",5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",60,1,"","",0,0,20,false,false,false,false,false
"!!DATA EXCLUDED!!",false,"!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!",1,"!!DATA EXCLUDED!!","","","",0,"","!!DATA EXCLUDED!!","!!DATA EXCLUDED!!","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_3030","main_weapon","","","sight mag grip hopup","marksman",1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_3030_whiteset","main_weapon","mp_weapon_3030","optic_cq_hcog_classic highcal_mag_l1 stock_sniper_l1","sight mag grip","marksman whiteset",1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_3030_blueset","main_weapon","mp_weapon_3030","optic_cq_hcog_bruiser highcal_mag_l2 stock_sniper_l2","sight mag grip","marksman blueset",2,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false,false
"xx",false,"mp_weapon_3030_purpleset","main_weapon","mp_weapon_3030","optic_ranged_aog_variable highcal_mag_l3 stock_sniper_l3","sight mag grip hopup","marksman purpleset",3,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false,false
