"name","voice","condPlayer","condMap","alias","alwaysPlay","requireAddressee","dialogue"
"ping_iWillJoin","wraith","rampart","","diag_mp_wraith_ping_iWillJoin_calm_condRampart",true,false,""
"ping_reviveYoureWelcome","crypto","caustic","","diag_mp_crypto_ping_reviveYoureWelcome_calm_condCaustic",true,false,""
"ping_reviveYoureWelcome","crypto","mirage","","diag_mp_crypto_ping_reviveYoureWelcome_calm_condMirage",true,false,""
"ping_reviveYoureWelcome","loba","revenant","","diag_mp_loba_ping_reviveYoureWelcome_calm_condRevenant",true,false,""
"//ping_reviveYoureWelcome  (disabled for 8.0)","rampart","horizon","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condHorizon",false,false,""
"ping_silenceBomb","crypto","mirage","","diag_mp_crypto_ping_silenceBomb_calm_condMirage",false,false,""
"ping_spotDefault","rampart","wraith","","diag_mp_rampart_ping_spotDefault_calm_condWraith",true,false,""
"","","","","",false,false,""
"ping_tridentEnter","bloodhound","loba","","diag_mp_bloodhound_ping_tridentEnter_calm_condLoba",false,false,""
"//ping_tridentEnter   (disabled)","lifeline","octane","","diag_mp_lifeline_ping_tridentEnter_calm_condOctane",false,false,""
"//ping_tridentEnter   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_tridentEnter_calm_condLifeline",false,false,""
"ping_tridentHurry","loba","revenant","","diag_mp_loba_ping_tridentHurry_calm_condRevenant",true,false,""
"//ping_vehicleEnter   (disabled 13.0)","lifeline","octane","","diag_mp_lifeline_ping_vehicleEnter_calm_condOctane",false,false,""
"//ping_vehicleEnter   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_vehicleEnter_calm_condLifeline",false,false,""
"//ping_youreWelcome   (disabled 14.0)","bangalore","loba","","diag_mp_bangalore_ping_youreWelcome_calm_condLoba",true,false,""
"ping_youreWelcome","horizon","mirage","","diag_mp_horizon_ping_youreWelcome_calm_condMirage",true,false,""
"ping_youreWelcome","mirage","horizon","","diag_mp_mirage_ping_youreWelcome_calm_condHorizon",true,false,""
"ping_youreWelcome","mirage","rampart","","diag_mp_mirage_ping_youreWelcome_calm_condRampart",true,false,""
"//ping_reviveYoureWelcome   (disabled for 9.0)","wattson","caustic","","diag_mp_wattson_ping_reviveYoureWelcome_condCaustic",true,false,""
"","","","","",false,false,""
"//ping_spotMarvin  (disabled for 8.0)","wattson","pathfinder","","diag_mp_wattson_ping_spotMarvin_calm_condPathfinder",false,false,""
"","","","","",false,false,""
"//ping_thanks  (disabled for 8.0)","gibraltar","caustic","","diag_mp_gibraltar_ping_thanks_condCaustic",true,false,""
"//ping_youreWelcome  (disabled for 8.0)","caustic","gibraltar","","diag_mp_caustic_ping_youreWelcome_calm_condGibraltar",true,false,""
"//ping_reviveYoureWelcome   (disabled 16.0)","wattson","crypto","","diag_mp_wattson_ping_reviveYoureWelcome_calm_condCrypto",true,false,""
"//ping_reviveYoureWelcome   (disabled 16.0)","crypto","wattson","","diag_mp_crypto_ping_reviveYoureWelcome_calm_condWattson",true,false,""
"ping_gravityLift","crypto","wattson","","diag_mp_crypto_ping_gravityLift_calm_condWattson",false,false,""
"//ping_thanks   (disabled 13.0)","revenant","bangalore","","diag_mp_revenant_ping_thanks_condBangalore_3p",true,false,""
"","","","","",false,false,""
"","","","","",false,false,""
"bc_revivingPlayer","bloodhound","fuse","","diag_mp_bloodhound_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"//bc_revivingPlayer (disabled for 9.0)","caustic","fuse","","diag_mp_caustic_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"bc_reviveThanks","fuse","bloodhound","","diag_mp_fuse_bc_reviveThanks_condBloodhound_%perspective%",true,false,""
"//bc_reviveThanks (disabled for 9.0)","fuse","caustic","","diag_mp_fuse_bc_reviveThanks_condCaustic_%perspective%",true,false,""
"bc_reviveThanks","fuse","lifeline","","diag_mp_fuse_bc_reviveThanks_condLifeline_%perspective%",true,false,""
"//bc_reviveThanks (disabled for 9.0)","fuse","mirage","","diag_mp_fuse_bc_reviveThanks_condMirage_%perspective%",true,false,""
"//bc_reviveThanks (disabled for 9.0)","fuse","octane","","diag_mp_fuse_bc_reviveThanks_condOctane_%perspective%",true,false,""
"//bc_reviveThanks  (disabled for 9.0)","fuse","rampart","","diag_mp_fuse_bc_reviveThanks_condRampart_%perspective%",true,false,""
"bc_revivingPlayer","fuse","bloodhound","","diag_mp_fuse_bc_revivingPlayer_condBloodhound_%perspective%",true,false,""
"//bc_tridentJoin  (added in 8 but not enabled as per script)","gibraltar","octane","","diag_mp_gibraltar_bc_tridentJoin_condOctane_%perspective%",true,true,""
"//bc_revivingPlayer (disabled for 9.0)","horizon","wattson","","diag_mp_horizon_bc_revivingPlayer_condWattson_%perspective%",true,false,""
"bc_revivingPlayer","lifeline","fuse","","diag_mp_lifeline_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"//bc_revivingPlayer (disabled for 9.0)","octane","fuse","","diag_mp_octane_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"//bc_tridentEnter  (added in 8 but not enabled as per script)","octane","gibraltar","","diag_mp_octane_bc_tridentEnter_condGibraltar_%perspective%",true,false,""
"//bc_revivingPlayer (disabled for 9.0)","mirage","fuse","","diag_mp_mirage_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"bc_reviveThanks","mirage","rampart","","diag_mp_mirage_bc_reviveThanks_condRampart_%perspective%",true,false,""
"//bc_revivingPlayer (disabled for 9.0)","rampart","fuse","","diag_mp_rampart_bc_revivingPlayer_condFuse_%perspective%",true,false,""
"//bc_reviveThanks (disabled for 9.0)","wattson","horizon","","diag_mp_wattson_bc_reviveThanks_condHorizon_%perspective%",true,false,""
"","","","","",false,false,""
"//ping_reviveYoureWelcome (disabled for 9.0)","caustic","fuse","","diag_mp_caustic_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_reviveYoureWelcome  (disabled for 9.0)","horizon","wattson","","diag_mp_horizon_ping_reviveYoureWelcome_calm_condWattson",true,false,""
"//ping_reviveYoureWelcome (disabled for 9.0)","octane","fuse","","diag_mp_octane_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_reviveYoureWelcome (disabled for 9.0)","mirage","fuse","","diag_mp_mirage_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_reviveYoureWelcome (disabled for 9.0)","rampart","fuse","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"ping_reviveYoureWelcome","rampart","loba","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condLoba",true,false,""
"ping_reviveYoureWelcome","rampart","mirage","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condMirage",true,false,""
"ping_reviveYoureWelcome","lifeline","fuse","","diag_mp_lifeline_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_blackMarketNeutral (disabled for 9.0)","loba","fuse","","diag_mp_loba_ping_blackMarketNeutral_calm_condFuse",false,false,""
"//ping_foundFrag (disabled for 9.0)","bangalore","fuse","","diag_mp_bangalore_ping_foundFrag_calm_condFuse",false,false,""
"//ping_foundFrag (disabled for 9.0)","bloodhound","fuse","","diag_mp_bloodhound_ping_foundFrag_calm_condFuse",false,false,""
"ping_foundDevotion","mirage","rampart","","diag_mp_mirage_ping_foundDevotion_calm_condRampart",false,false,""
"ping_foundLstar","mirage","rampart","","diag_mp_mirage_ping_foundLstar_calm_condRampart",false,false,""
"ping_foundSpitfire","mirage","rampart","","diag_mp_mirage_ping_foundSpitfire_calm_condRampart",false,false,""
"//ping_heatShield  (disabled for 9.0)","wraith","wattson","","diag_mp_wraith_ping_heatShield_calm_condWattson",false,false,""
"//ping_heatShield  (disabled for 9.0)","crypto","wattson","","diag_mp_crypto_ping_heatShield_calm_condWattson",false,false,""
"","","","","",false,false,""
"//bc_loba_black_market_friendly_took_loot_calm (keeping disabled for now, as only one can be enabled per legend+function with requireAddressee)","loba","valkyrie","","diag_mp_loba_bc_blackMarketSquadLoot_condValkyrie_%perspective%",true,true,""
"","","","","",false,false,""
"//ping_thanks   (disabled 14.0)","valkyrie","loba","","diag_mp_valkyrie_ping_thanks_condLoba",true,false,""
"//ping_thanks   (disabled 14.0)","loba","valkyrie","","diag_mp_loba_ping_thanks_condValkyrie",true,false,""
"//ping_thanks   (disabled 14.0)","wraith","mirage","","diag_mp_wraith_ping_thanks_condMirage",false,false,""
"//ping_thanks   (disabled 14.1)","mirage","wraith","","diag_mp_mirage_ping_thanks_condWraith",false,false,""
"","","","","",false,false,""
"//ping_youreWelcome   (disabled 14.0)","loba","valkyrie","","diag_mp_loba_ping_youreWelcome_calm_condValkyrie",true,false,""
"//ping_youreWelcome   (disabled 14.0)","valkyrie","loba","","diag_mp_valkyrie_ping_youreWelcome_calm_condLoba",true,false,""
"//ping_youreWelcome   (disabled 14.0)","mirage","wraith","","diag_mp_mirage_ping_youreWelcome_calm_condWraith",false,false,""
"//ping_youreWelcome   (disabled 14.1)","wraith","mirage","","diag_mp_wraith_ping_youreWelcome_calm_condMirage",true,false,""
"","","","","",false,false,""
"bc_revivingPlayer","valkyrie","rampart","","diag_mp_valkyrie_bc_revivingPlayer_condRampart_%perspective%",true,false,""
"bc_revivingPlayer","valkyrie","loba","","diag_mp_valkyrie_bc_revivingPlayer_condLoba_%perspective%",true,false,""
"bc_revivingPlayer","rampart","valkyrie","","diag_mp_rampart_bc_revivingPlayer_condValkyrie_%perspective%",true,false,""
"bc_revivingPlayer","loba","valkyrie","","diag_mp_loba_bc_revivingPlayer_condValkyrie_%perspective%",true,false,""
"bc_revivingPlayer","fuse","lifeline","","diag_mp_fuse_bc_revivingPlayer_condLifeline_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 15.0)","mirage","wraith","","diag_mp_mirage_bc_revivingPlayer_condWraith_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 15.0)","wraith","mirage","","diag_mp_wraith_bc_revivingPlayer_condMirage_%perspective%",true,false,""
"","","","","",false,false,""
"bc_reviveThanks","valkyrie","loba","","diag_mp_valkyrie_bc_reviveThanks_condLoba_%perspective%",true,false,""
"bc_reviveThanks","valkyrie","rampart","","diag_mp_valkyrie_bc_reviveThanks_condRampart_%perspective%",true,false,""
"bc_reviveThanks","loba","valkyrie","","diag_mp_loba_bc_reviveThanks_condValkyrie_%perspective%",true,false,""
"bc_reviveThanks","rampart","valkyrie","","diag_mp_rampart_bc_reviveThanks_condValkyrie_%perspective%",true,false,""
"bc_reviveThanks","bloodhound","fuse","","diag_mp_bloodhound_bc_reviveThanks_condFuse_%perspective%",true,false,""
"bc_reviveThanks","lifeline","fuse","","diag_mp_lifeline_bc_reviveThanks_condFuse_%perspective%",true,false,""
"//bc_reviveThanks   (disabled 15.0)","mirage","wraith","","diag_mp_mirage_bc_reviveThanks_condWraith_%perspective%",true,false,""
"//bc_reviveThanks   (disabled 15.0)","wraith","mirage","","diag_mp_wraith_bc_reviveThanks_condMirage_%perspective%",true,false,""
"","","","","",false,false,""
"ping_reviveYoureWelcome","valkyrie","rampart","","diag_mp_valkyrie_ping_reviveYoureWelcome_calm_condRampart",true,false,""
"ping_reviveYoureWelcome","valkyrie","loba","","diag_mp_valkyrie_ping_reviveYoureWelcome_calm_condLoba",true,false,""
"ping_reviveYoureWelcome","rampart","valkyrie","","diag_mp_rampart_ping_reviveYoureWelcome_calm_condValkyrie",true,false,""
"ping_reviveYoureWelcome","loba","valkyrie","","diag_mp_loba_ping_reviveYoureWelcome_calm_condValkyrie",true,false,""
"ping_reviveYoureWelcome","fuse","bloodhound","","diag_mp_fuse_ping_reviveYoureWelcome_calm_condBloodhound",true,false,""
"ping_reviveYoureWelcome","fuse","lifeline","","diag_mp_fuse_ping_reviveYoureWelcome_calm_condLifeline",true,false,""
"//ping_reviveYoureWelcome   (disabled 15.0)","mirage","wraith","","diag_mp_mirage_ping_reviveYoureWelcome_calm_condWraith",true,false,""
"ping_reviveYoureWelcome","bloodhound","fuse","","diag_mp_bloodhound_ping_reviveYoureWelcome_calm_condFuse",true,false,""
"//ping_reviveYoureWelcome   (disabled 15.0)","wraith","mirage","","diag_mp_wraith_ping_reviveYoureWelcome_calm_condMirage",true,false,""
"","","","","",false,false,""
"bc_arenasMatchStart","mirage","crypto","","diag_mp_mirage_bc_arenasMatchStart_condCrypto_%perspective%",true,false,""
"bc_arenasMatchStart","crypto","wattson","","diag_mp_crypto_bc_arenasMatchStart_condWattson_%perspective%",false,false,""
"bc_arenasMatchStart","crypto","mirage","","diag_mp_crypto_bc_arenasMatchStart_condMirage_%perspective%",false,false,""
"bc_arenasMatchStart","loba","revenant","","diag_mp_loba_bc_arenasMatchStart_condRevenant_%perspective%",true,false,""
"","","","","",false,false,""
"//bc_arenasMatchPointSquad   (disabled 13.0)","octane","lifeline","","diag_mp_octane_bc_arenasMatchPoint_condLifeline_%perspective%",true,false,""
"//bc_arenasMatchPointSquad   (disabled 13.0)","lifeline","octane","","diag_mp_lifeline_bc_arenasMatchPoint_condOctane_%perspective%",false,false,""
"bc_arenasMatchPointSquad","mirage","crypto","","diag_mp_mirage_bc_arenasMatchWinning_condCrypto_%perspective%",true,false,""
"bc_arenasMatchPointSquad","crypto","mirage","","diag_mp_crypto_bc_arenasMatchWinning_condMirage_%perspective%",false,false,""
"","","","","",false,false,""
"ping_thanks","valkyrie","revenant","","diag_mp_valkyrie_ping_thanks_condRevenant",true,false,""
"ping_youreWelcome","revenant","valkyrie","","diag_mp_revenant_ping_youreWelcome_calm_condValkyrie",true,false,""
"ping_thanks","revenant","valkyrie","","diag_mp_revenant_ping_thanks_condValkyrie",true,false,""
"ping_youreWelcome","valkyrie","revenant","","diag_mp_valkyrie_ping_youreWelcome_calm_condRevenant",true,false,""
"bc_revivingPlayer","valkyrie","revenant","","diag_mp_valkyrie_bc_revivingPlayer_condRevenant_%perspective%",true,false,""
"bc_reviveThanks","revenant","valkyrie","","diag_mp_revenant_bc_reviveThanks_condValkyrie_%perspective%",true,false,""
"ping_reviveYoureWelcome","valkyrie","revenant","","diag_mp_valkyrie_ping_reviveYoureWelcome_calm_condRevenant",true,false,""
"bc_revivingPlayer","revenant","valkyrie","","diag_mp_revenant_bc_revivingPlayer_condValkyrie_%perspective%",true,false,""
"bc_reviveThanks","valkyrie","revenant","","diag_mp_valkyrie_bc_reviveThanks_condRevenant_%perspective%",true,false,""
"ping_reviveYoureWelcome","revenant","valkyrie","","diag_mp_revenant_ping_reviveYoureWelcome_calm_condValkyrie",true,false,""
"bc_twoSquaddiesLeft","valkyrie","revenant","","diag_mp_valkyrie_bc_twoSquaddiesLeft_condRevenant_%perspective%",false,false,""
"bc_twoSquaddiesLeft","revenant","valkyrie","","diag_mp_revenant_bc_twoSquaddiesLeft_condValkyrie_%perspective%",false,false,""
"","","","","",false,false,""
"//ping_jumpPad   (disabled for 10.0)","octane","valkyrie","","diag_mp_octane_ping_jumpPad_calm_condValkyrie",true,false,""
"//ping_jumpPad   (disabled for 10.0)","valkyrie","octane","","diag_mp_valkyrie_ping_jumpPad_calm_condOctane",true,false,""
"//ping_gravityLift   (disabled for 10.0)","horizon","valkyrie","","diag_mp_horizon_ping_gravityLift_calm_condValkyrie",true,false,""
"//bc_super   (disabled for 10.0)","fuse","valkyrie","","diag_mp_fuse_bc_super_condValkyrie_%perspective%",false,false,""
"//ping_pathStatue   (disabled for 10.1)","horizon","pathfinder","","diag_mp_horizon_ping_pathStatue_calm_condPathfinder",false,true,""
"","","","","",false,false,""
"//ping_thanks (disabled 11.0)","bangalore","valkyrie","","diag_mp_bangalore_ping_thanks_condValkyrie",true,false,""
"//ping_youreWelcome (disabled 11.0)","bangalore","valkyrie","","diag_mp_bangalore_ping_youreWelcome_calm_condValkyrie",true,false,""
"//ping_youreWelcome (disabled 12.0)","bangalore","wraith","","diag_mp_bangalore_ping_youreWelcome_calm_condWraith",true,false,""
"//bc_podLeaderLaunch (disabled 11.0)","bloodhound","","mp_rr_desertlands_mu3","diag_mp_bloodhound_bc_podLeaderLaunch_condWE_%perspective%",false,false,""
"bc_arenasMatchStart","bloodhound","fuse","","diag_mp_bloodhound_bc_arenasMatchStart_condFuse_%perspective%",false,false,""
"bc_arenasMatchStart","bloodhound","seer","","diag_mp_bloodhound_bc_arenasMatchStart_condSeer_%perspective%",false,false,""
"//bc_reviveThanks (disabled 11.0)","bloodhound","seer","","diag_mp_bloodhound_bc_reviveThanks_condSeer_%perspective%",true,false,""
"//bc_revivingPlayer (disabled 11.0)","bloodhound","seer","","diag_mp_bloodhound_bc_revivingPlayer_condSeer_%perspective%",true,false,""
"//ping_reviveYoureWelcome (disabled 11.0)","bloodhound","seer","","diag_mp_bloodhound_ping_reviveYoureWelcome_calm_condSeer",true,false,""
"//ping_youreWelcome   (disabled 14.1)","crypto","mirage","","diag_mp_crypto_ping_youreWelcome_calm_condMirage",true,false,""
"//ping_thanks disabled   (disabled 14.0)","crypto","mirage","","diag_mp_crypto_ping_thanks_condMirage",true,false,""
"bc_arenasMatchStart","fuse","bloodhound","","diag_mp_fuse_bc_arenasMatchStart_condBloodhound_%perspective%",false,false,""
"//bc_revivingPlayer (disabled 11.0)","horizon","pathfinder","","diag_mp_horizon_bc_revivingPlayer_condPathfinder_%perspective%",true,false,""
"//ping_reviveYoureWelcome (disabled 11.0)","horizon","pathfinder","","diag_mp_horizon_ping_reviveYoureWelcome_calm_condPathfinder",true,false,""
"//ping_thanks (disabled 11.0)","lifeline","octane","","diag_mp_lifeline_ping_thanks_condOctane",true,false,""
"//bc_congratsKill   (cut due to requireAddressee with Rev)","loba","seer","","diag_mp_loba_bc_congratsKill_condSeer_%perspective%",false,true,""
"ping_youreWelcome","loba","seer","","diag_mp_loba_ping_youreWelcome_calm_condSeer",true,false,""
"ping_thanks","loba","seer","","diag_mp_loba_ping_thanks_condSeer",true,false,""
"//bc_tridentEnter (disabled 11.0 Loba requireAddressee with Rev)","loba","valkyrie","","diag_mp_loba_bc_tridentEnter_condValkyrie_%perspective%",true,false,""
"//bc_tridentJoin (disabled due to Loba requireAddressee with Rev)","loba","valkyrie","","diag_mp_loba_bc_tridentJoin_condValkyrie_%perspective%",true,true,""
"bc_arenasMatchStart","mirage","rampart","","diag_mp_mirage_bc_arenasMatchStart_condRampart_%perspective%",false,false,""
"//ping_thanks   (disabled 14.1)","mirage","crypto","","diag_mp_mirage_ping_thanks_condCrypto",true,false,""
"//ping_youreWelcome   (disabled 14.0)","mirage","crypto","","diag_mp_mirage_ping_youreWelcome_calm_condCrypto",true,false,""
"bc_arenasMatchStart","octane","seer","","diag_mp_octane_bc_arenasMatchStart_condSeer_%perspective%",false,false,""
"//ping_youreWelcome (disabled 11.0)","octane","lifeline","","diag_mp_octane_ping_youreWelcome_calm_condLifeline",true,false,""
"//bc_reviveThanks   (disabled 16.0)","octane","seer","","diag_mp_octane_bc_reviveThanks_condSeer_%perspective%",true,false,""
"bc_revivingPlayer","octane","seer","","diag_mp_octane_bc_revivingPlayer_condSeer_%perspective%",true,false,""
"ping_reviveYoureWelcome","octane","seer","","diag_mp_octane_ping_reviveYoureWelcome_calm_condSeer",true,false,""
"//bc_reviveThanks","pathfinder","horizon","","diag_mp_pathfinder_bc_reviveThanks_condHorizon_%perspective%",true,false,""
"bc_arenasMatchStart","rampart","mirage","","diag_mp_rampart_bc_arenasMatchStart_condMirage_%perspective%",false,false,""
"bc_arenasMatchStart","rampart","seer","","diag_mp_rampart_bc_arenasMatchStart_condSeer_%perspective%",false,false,""
"bc_arenasMatchPointEnemy","rampart","seer","","diag_mp_rampart_bc_arenasMatchPointEnemy_condSeer_%perspective%",false,false,""
"bc_congratsKill","rampart","seer","","diag_mp_rampart_bc_congratsKill_condSeer_%perspective%",false,true,""
"//bc_twoSquaddiesLeft (disabled 11.0)","revenant","seer","","diag_mp_revenant_bc_twoSquaddiesLeft_condSeer_%perspective%",false,false,""
"bc_arenasMatchStart","seer","bloodhound","","diag_mp_seer_bc_arenasMatchStart_condBloodhound_%perspective%",false,false,""
"bc_arenasMatchStart","seer","octane","","diag_mp_seer_bc_arenasMatchStart_condOctane_%perspective%",false,false,""
"bc_arenasMatchStart","seer","rampart","","diag_mp_seer_bc_arenasMatchStart_condRampart_%perspective%",false,false,""
"bc_arenasMatchPointEnemy","seer","rampart","","diag_mp_seer_bc_arenasMatchPointEnemy_condRampart_%perspective%",false,false,""
"//bc_congratsKill   (cut due to existing line with Rampart)","seer","loba","","diag_mp_seer_bc_congratsKill_condLoba_%perspective%",false,true,""
"bc_congratsKill","seer","rampart","","diag_mp_seer_bc_congratsKill_condRampart_%perspective%",false,true,""
"//bc_congratsKill   (cut due to existing line with Rampart)","seer","revenant","","diag_mp_seer_bc_congratsKill_condRevenant_%perspective%",false,true,""
"//bc_reviveThanks (disabled 11.0)","seer","bloodhound","","diag_mp_seer_bc_reviveThanks_condBloodhound_%perspective%",true,false,""
"bc_reviveThanks","seer","octane","","diag_mp_seer_bc_reviveThanks_condOctane_%perspective%",true,false,""
"//bc_revivingPlayer (disabled 11.0)","seer","bloodhound","","diag_mp_seer_bc_revivingPlayer_condBloodhound_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 16.0)","seer","octane","","diag_mp_seer_bc_revivingPlayer_condOctane_%perspective%",true,false,""
"//ping_reviveYoureWelcome (disabled 11.0)","seer","bloodhound","","diag_mp_seer_ping_reviveYoureWelcome_calm_condBloodhound",true,false,""
"//ping_reviveYoureWelcome   (disabled 16.0)","seer","octane","","diag_mp_seer_ping_reviveYoureWelcome_calm_condOctane",true,false,""
"ping_thanks","seer","loba","","diag_mp_seer_ping_thanks_condLoba",true,false,""
"ping_youreWelcome","seer","loba","","diag_mp_seer_ping_youreWelcome_calm_condLoba",true,false,""
"//bc_tridentEnter (disabled 11.0 Loba requireAddressee with Rev)","valkyrie","loba","","diag_mp_valkyrie_bc_tridentEnter_condLoba_%perspective%",true,false,""
"//bc_tridentJoin (disabled 11.0 Loba requireAddressee with Rev)","valkyrie","loba","","diag_mp_valkyrie_bc_tridentJoin_condLoba_%perspective%",true,true,""
"//ping_thanks (disabled 11.0)","valkyrie","bangalore","","diag_mp_valkyrie_ping_thanks_condBangalore",true,false,""
"//ping_youreWelcome (disabled 11.0)","valkyrie","bangalore","","diag_mp_valkyrie_ping_youreWelcome_calm_condBangalore",true,false,""
"//ping_thanks (disabled 12.0)","wraith","bangalore","","diag_mp_wraith_ping_thanks_condBangalore",true,false,""
"","","","","",false,false,""
"//bc_reviveThanks   (disabled 14.0)","crypto","revenant","","diag_mp_crypto_bc_reviveThanks_condRevenant_%perspective%",true,false,""
"//bc_revivingPlayer   (disabled 14.0)","revenant","crypto","","diag_mp_revenant_bc_revivingPlayer_condCrypto_%perspective%",true,false,""
"//ping_reviveYoureWelcome   (disabled 14.0)","revenant","crypto","","diag_mp_revenant_ping_reviveYoureWelcome_calm_condCrypto",true,false,""
"","","","","",false,false,""
"//S11","","","","",false,false,""
"ping_thanks","bloodhound","fuse","","diag_mp_bloodhound_ping_thanks_condFuse",true,false,""
"ping_youreWelcome","bloodhound","fuse","","diag_mp_bloodhound_ping_youreWelcome_calm_condFuse",true,false,""
"//bc_revivingPlayer (disabled 12.0)","crypto","ash","","diag_mp_crypto_bc_revivingPlayer_condAsh_%perspective%",true,false,""
"//ping_deathBox (disabled 12.0)","crypto","ash","","diag_mp_crypto_ping_deathBox_calm_condAsh",true,false,""
"//ping_reviveYoureWelcome (disabled 12.0)","crypto","ash","","diag_mp_crypto_ping_reviveYoureWelcome_calm_condAsh",true,false,""
"//ping_thanks (disabled 12.0)","crypto","horizon","","diag_mp_crypto_ping_thanks_condHorizon",true,false,""
"ping_thanks","fuse","bloodhound","","diag_mp_fuse_ping_thanks_condBloodhound",true,false,""
"ping_thanks","fuse","lifeline","","diag_mp_fuse_ping_thanks_condLifeline",true,false,""
"ping_youreWelcome","fuse","bloodhound","","diag_mp_fuse_ping_youreWelcome_calm_condBloodhound",true,false,""
"bc_revivingPlayer","gibraltar","ash","","diag_mp_gibraltar_bc_revivingPlayer_condAsh_%perspective%",true,false,""
"ping_reviveYoureWelcome","gibraltar","ash","","diag_mp_gibraltar_ping_reviveYoureWelcome_calm_condAsh",true,false,""
"//ping_youreWelcome (disabled 12.0)","gibraltar","pathfinder","","diag_mp_gibraltar_ping_youreWelcome_calm_condPathfinder",true,false,""
"//ping_thanks (disabled 12.0)","horizon","revenant","","diag_mp_horizon_ping_thanks_condRevenant",true,false,""
"//ping_youreWelcome (disabled 12.0)","horizon","crypto","","diag_mp_horizon_ping_youreWelcome_calm_condCrypto",true,false,""
"//ping_youreWelcome (disabled 12.0)","horizon","revenant","","diag_mp_horizon_ping_youreWelcome_calm_condRevenant",true,false,""
"//ping_youreWelcome (disabled 12.0)","horizon","wattson","","diag_mp_horizon_ping_youreWelcome_calm_condWattson",true,false,""
"//bc_reviveThanks (disabled 12.0)","lifeline","pathfinder","","diag_mp_lifeline_bc_reviveThanks_condPathfinder_%perspective%",true,false,""
"bc_reviveThanks","lifeline","seer","","diag_mp_lifeline_bc_reviveThanks_condSeer_%perspective%",true,false,""
"//bc_revivingPlayer (disabled 12.0)","lifeline","pathfinder","","diag_mp_lifeline_bc_revivingPlayer_condPathfinder_%perspective%",true,false,""
"//ping_reviveYoureWelcome (disabled 12.0)","lifeline","pathfinder","","diag_mp_lifeline_ping_reviveYoureWelcome_calm_condPathfinder",true,false,""
"ping_youreWelcome","lifeline","fuse","","diag_mp_lifeline_ping_youreWelcome_calm_condFuse",true,false,""
"//ping_youreWelcome (disabled 12.0)","loba","ash","","diag_mp_loba_ping_youreWelcome_calm_condAsh",true,false,""
"bc_reviveThanks","pathfinder","ash","","diag_mp_pathfinder_bc_reviveThanks_condAsh_%perspective%",true,false,""
"//bc_reviveThanks (disabled 12.0)","pathfinder","lifeline","","diag_mp_pathfinder_bc_reviveThanks_condLifeline_%perspective%",true,false,""
"bc_revivingPlayer","pathfinder","ash","","diag_mp_pathfinder_bc_revivingPlayer_condAsh_%perspective%",true,false,""
"//bc_revivingPlayer (disabled 12.0)","pathfinder","lifeline","","diag_mp_pathfinder_bc_revivingPlayer_condLifeline_%perspective%",true,false,""
"ping_reviveYoureWelcome","pathfinder","ash","","diag_mp_pathfinder_ping_reviveYoureWelcome_calm_condAsh",true,false,""
"//ping_reviveYoureWelcome (disabled 12.0)","pathfinder","lifeline","","diag_mp_pathfinder_ping_reviveYoureWelcome_calm_condLifeline",true,false,""
"ping_thanks","pathfinder","ash","","diag_mp_pathfinder_ping_thanks_condAsh",true,false,""
"//ping_thanks (disabled 12.0)","pathfinder","gibraltar","","diag_mp_pathfinder_ping_thanks_condGibraltar",true,false,""
"ping_youreWelcome","pathfinder","ash","","diag_mp_pathfinder_ping_youreWelcome_calm_condAsh",true,false,""
"bc_reviveThanks","revenant","ash","","diag_mp_revenant_bc_reviveThanks_condAsh_%perspective%",true,false,""
"bc_revivingPlayer","revenant","ash","","diag_mp_revenant_bc_revivingPlayer_condAsh_%perspective%",true,false,""
"ping_reviveYoureWelcome","revenant","ash","","diag_mp_revenant_ping_reviveYoureWelcome_calm_condAsh",true,false,""
"//ping_thanks (disabled 12.0)","revenant","horizon","","diag_mp_revenant_ping_thanks_condHorizon",true,false,""
"//ping_youreWelcome (disabled 12.0)","revenant","horizon","","diag_mp_revenant_ping_youreWelcome_calm_condHorizon",true,false,""
"bc_revivingPlayer","seer","lifeline","","diag_mp_seer_bc_revivingPlayer_condLifeline_%perspective%",true,false,""
"ping_reviveYoureWelcome","seer","lifeline","","diag_mp_seer_ping_reviveYoureWelcome_calm_condLifeline",true,false,""
"//ping_phaseTear (disabled 12.0)","wattson","wraith","","diag_mp_wattson_ping_phaseTear_calmFar_condWraith",false,false,""
